,idstring,sample_date,sample_strain,virus_label,fluorophore_label,annotation_space,soma_atlas_id,axonal_endpoint_dict
65,AA0066,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1015,"{'count_931': 61, 'count_574': 2, 'count_771': 5, 'count_697': 4, 'count_146': 5, 'count_374': 1, 'count_128': 9, 'count_795': 7, 'count_313': 4, 'count_214': 1, 'count_924': 1, 'count_797': 69, 'count_804': 10, 'count_194': 1, 'count_1031': 1, 'count_803': 1, 'count_549': 1, 'count_1097': 1, 'count_6': 1, 'count_672': 29, 'count_940': 1, 'count_211': 10, 'count_1015': 79, 'count_919': 17, 'count_935': 7, 'count_274': 21, 'count_610': 26, 'count_442': 14, 'count_434': 1, 'count_767': 12, 'count_772': 2, 'count_430': 11, 'count_687': 6, 'count_590': 7, 'count_542': 13, 'count_1021': 1}"
66,AA0067,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1015,"{'count_575': 1, 'count_255': 22, 'count_1096': 23, 'count_1113': 2, 'count_1104': 1, 'count_262': 1, 'count_919': 8, 'count_687': 25, 'count_772': 1, 'count_610': 2, 'count_1015': 1}"
67,AA0068,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,255,"{'count_542': 205, 'count_772': 3, 'count_484682516': 1, 'count_882': 1, 'count_687': 17, 'count_430': 11, 'count_590': 2, 'count_274': 2, 'count_622': 2, 'count_466': 2, 'count_1089': 2, 'count_502': 14, 'count_940': 1, 'count_484682470': 9, 'count_1037': 1, 'count_443': 2, 'count_672': 1, 'count_262': 2}"
68,AA0069,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1096,"{'count_672': 1, 'count_484682516': 2, 'count_1021': 3, 'count_940': 7, 'count_687': 43, 'count_590': 5, 'count_430': 14, 'count_542': 148, 'count_767': 1, 'count_610': 11, 'count_274': 6, 'count_986': 1, 'count_971': 1, 'count_469': 1, 'count_279': 2, 'count_906': 3, 'count_1015': 2}"
69,AA0070,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,255,"{'count_262': 2, 'count_1037': 84, 'count_None': 38, 'count_542': 70, 'count_430': 28, 'count_687': 6, 'count_834': 5, 'count_590': 4, 'count_986': 1, 'count_940': 2, 'count_484682470': 55, 'count_10703': 9, 'count_502': 5}"
70,AA0071,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,502,"{'count_1084': 101, 'count_1037': 37, 'count_997': 3, 'count_1089': 1, 'count_502': 26, 'count_10703': 9, 'count_484682508': 5}"
71,AA0072,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1037,"{'count_1037': 17, 'count_502': 14, 'count_28': 49, 'count_139': 59, 'count_52': 43, 'count_20': 2, 'count_727': 2}"
72,AA0073,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,64,"{'count_1084': 23, 'count_10703': 8, 'count_502': 22, 'count_1037': 187, 'count_590': 5, 'count_274': 1, 'count_443': 7, 'count_843': 5, 'count_664': 3, 'count_484682470': 1, 'count_466': 2, 'count_1089': 3, 'count_579': 2, 'count_312782648': 1, 'count_542': 68, 'count_430': 200, 'count_940': 3, 'count_687': 10, 'count_None': 3, 'count_927': 1, 'count_919': 1, 'count_262': 18, 'count_549': 7, 'count_255': 2}"
73,AA0074,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,599,"{'count_262': 8, 'count_342': 2, 'count_23': 11, 'count_477': 3, 'count_803': 3, 'count_672': 27, 'count_1022': 1, 'count_1101': 151, 'count_783': 3, 'count_800': 16, 'count_704': 7, 'count_694': 42, 'count_579': 5, 'count_638': 1, 'count_328': 83, 'count_996': 5, 'count_583': 4, 'count_484682512': 1, 'count_675': 2, 'count_102': 4, 'count_797': 1}"
74,AA0075,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1113,"{'count_672': 45, 'count_477': 3, 'count_56': 8, 'count_296': 38, 'count_588': 8, 'count_556': 6, 'count_772': 5, 'count_1054': 1, 'count_484682516': 1, 'count_819': 2, 'count_827': 1, 'count_304': 2, 'count_81': 1, 'count_803': 3, 'count_262': 4, 'count_549': 1}"
75,AA0076,2016-10-31 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,255,"{'count_1037': 69, 'count_1084': 29, 'count_484682508': 11, 'count_1089': 3, 'count_443': 2, 'count_10703': 19, 'count_632': 21, 'count_997': 1, 'count_502': 2, 'count_971': 1, 'count_542': 19, 'count_940': 2, 'count_None': 23, 'count_834': 1, 'count_430': 1, 'count_687': 2, 'count_590': 1}"
76,AA0077,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,802,"{'count_1009': 2, 'count_1097': 16, 'count_194': 31, 'count_596': 8, 'count_226': 30, 'count_342': 4, 'count_362': 1, 'count_414': 1, 'count_549': 2, 'count_118': 1, 'count_63': 1, 'count_595': 1, 'count_523': 17, 'count_477': 15, 'count_313': 2, 'count_898': 1, 'count_797': 1}"
77,AA0078,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,382,"{'count_382': 432, 'count_10703': 232, 'count_632': 8}"
78,AA0079,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,502,"{'count_382': 1, 'count_466': 1, 'count_502': 33, 'count_1037': 39, 'count_1084': 21, 'count_1089': 19, 'count_843': 2, 'count_443': 30, 'count_484682512': 1, 'count_305': 1, 'count_33': 3, 'count_997': 5, 'count_10703': 2, 'count_484682470': 3, 'count_743': 2}"
79,AA0080,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,118,"{'count_830': 2, 'count_88': 5, 'count_351': 2, 'count_693': 1, 'count_63': 1, 'count_194': 8, 'count_679': 26, 'count_771': 8, 'count_128': 3, 'count_313': 13, 'count_12': 4, 'count_749': 8, 'count_238': 9, 'count_898': 7, 'count_599626927': 1, 'count_604': 4, 'count_607344858': 4, 'count_595': 1, 'count_607344830': 1, 'count_607344842': 2, 'count_872': 2, 'count_795': 4, 'count_162': 3, 'count_946': 5, 'count_118': 3, 'count_30': 1, 'count_146': 1, 'count_591': 2, 'count_54': 2, 'count_609': 2, 'count_149': 9, 'count_930': 1, 'count_59': 1, 'count_362': 5, 'count_15': 6, 'count_1097': 3, 'count_226': 13, 'count_523': 4, 'count_1109': 3, 'count_263': 2, 'count_272': 2, 'count_564': 11, 'count_596': 3, 'count_477': 9}"
80,AA0081,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,830,"{'count_390': 1, 'count_1009': 1, 'count_1097': 12, 'count_194': 4, 'count_515': 5, 'count_997': 1, 'count_523': 18, 'count_351': 3, 'count_576073704': 1, 'count_614': 2, 'count_226': 11, 'count_72': 4, 'count_263': 1, 'count_830': 22, 'count_63': 3, 'count_795': 6, 'count_1052': 2, 'count_803': 2, 'count_576073699': 1, 'count_173': 1, 'count_38': 1}"
81,AA0082,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1097,"{'count_173': 10, 'count_125': 2, 'count_477': 2, 'count_342': 2, 'count_351': 9, 'count_1097': 11, 'count_436': 1, 'count_15': 5, 'count_549': 2, 'count_451': 6, 'count_655': 22, 'count_780': 5, 'count_589508447': 2, 'count_502': 2, 'count_1084': 2, 'count_108': 1, 'count_566': 1, 'count_484682470': 1, 'count_28': 5, 'count_334': 18, 'count_788': 8, 'count_382': 4, 'count_698': 4, 'count_311': 9, 'count_303': 6, 'count_639': 13, 'count_327': 1, 'count_403': 2, 'count_194': 4, 'count_88': 14}"
82,AA0083,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,690,"{'count_412': 74, 'count_630': 183, 'count_448': 35, 'count_694': 2, 'count_672': 2, 'count_800': 2, 'count_962': 1, 'count_1015': 3, 'count_211': 4, 'count_919': 1, 'count_935': 1, 'count_956': 2, 'count_620': 4, 'count_304': 1, 'count_1125': 10, 'count_288': 16, 'count_608': 1, 'count_969': 4, 'count_698': 2}"
83,AA0084,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1097,"{'count_1097': 28, 'count_118': 2, 'count_88': 10, 'count_194': 7, 'count_66': 1, 'count_576073704': 2, 'count_313': 7, 'count_749': 3, 'count_697': 1, 'count_146': 1, 'count_679': 1, 'count_771': 1, 'count_128': 1, 'count_757': 1, 'count_872': 1, 'count_795': 2, 'count_607344846': 2, 'count_595': 6, 'count_149': 5, 'count_186': 2, 'count_362': 2, 'count_129': 9, 'count_802': 1, 'count_15': 4, 'count_549': 2, 'count_38': 5, 'count_693': 1, 'count_523': 5, 'count_347': 4, 'count_173': 1, 'count_1009': 1, 'count_515': 3, 'count_564': 2, 'count_436': 3}"
84,AA0085,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,305,"{'count_496345668': 8, 'count_496345672': 13, 'count_218': 8, 'count_496345664': 2, 'count_262': 5, 'count_484682520': 8, 'count_778': 4, 'count_305': 2, 'count_721': 1, 'count_33': 4}"
85,AA0086,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,830,"{'count_851': 1, 'count_313': 2, 'count_1061': 1, 'count_218': 4, 'count_1029': 1, 'count_10': 4, 'count_17': 3, 'count_26': 3, 'count_795': 12, 'count_128': 2, 'count_1097': 1}"
86,AA0087,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1097,"{'count_830': 8, 'count_1097': 73, 'count_693': 21, 'count_173': 2, 'count_1009': 33, 'count_117': 2, 'count_125': 1, 'count_614': 14, 'count_549': 13, 'count_609': 27, 'count_50': 11, 'count_313': 35, 'count_795': 92, 'count_140': 8, 'count_414': 17, 'count_186': 2, 'count_128': 32, 'count_946': 23, 'count_804': 4, 'count_797': 13, 'count_422': 6, 'count_194': 25, 'count_349': 10, 'count_803': 5, 'count_523': 27, 'count_226': 5, 'count_342': 1, 'count_263': 7, 'count_88': 14, 'count_576073704': 11, 'count_129': 6, 'count_38': 3, 'count_181': 18, 'count_560581559': 3, 'count_1077': 2, 'count_30': 1, 'count_351': 5, 'count_685': 7, 'count_924': 2, 'count_6': 4, 'count_997': 3, 'count_63': 5, 'count_347': 1, 'count_146': 14, 'count_1052': 17, 'count_867': 1, 'count_679': 2, 'count_741': 1}"
87,AA0088,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,181,"{'count_797': 5, 'count_262': 1, 'count_783': 1, 'count_314': 1, 'count_583': 2, 'count_675': 2, 'count_800': 3, 'count_704': 1, 'count_961': 3, 'count_56': 1, 'count_698': 12, 'count_969': 13, 'count_159': 2, 'count_1125': 2, 'count_288': 15, 'count_440': 1, 'count_620': 6, 'count_707': 5, 'count_556': 1, 'count_827': 7, 'count_484': 2, 'count_608': 1, 'count_1054': 3, 'count_84': 1, 'count_810': 1, 'count_19': 5, 'count_588': 4, 'count_296': 1, 'count_382': 67, 'count_10703': 4, 'count_139': 33, 'count_20': 33, 'count_52': 13, 'count_727': 14, 'count_663': 3, 'count_589508447': 38, 'count_780': 7, 'count_526': 5, 'count_566': 2, 'count_543': 4, 'count_502': 1, 'count_484682470': 24, 'count_1121': 26, 'count_28': 5, 'count_664': 2, 'count_836': 1, 'count_1097': 4}"
88,AA0089,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1077,"{'count_288': 66, 'count_582': 10, 'count_969': 6, 'count_620': 1, 'count_1125': 23, 'count_698': 2, 'count_800': 17, 'count_630': 1, 'count_440': 2, 'count_579': 1, 'count_694': 28, 'count_675': 1, 'count_488': 1, 'count_412': 1, 'count_961': 2}"
89,AA0090,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,693,"{'count_693': 5, 'count_1097': 14, 'count_88': 80, 'count_515': 1, 'count_795': 87, 'count_26': 33, 'count_42': 25, 'count_17': 9, 'count_10': 10, 'count_313': 9, 'count_616': 1, 'count_634': 7, 'count_158': 2, 'count_50': 11, 'count_930': 1, 'count_63': 1, 'count_128': 2, 'count_129': 2, 'count_149': 1}"
90,AA0091,2017-02-22 22:37:17,C57BL/6J,AAV2/1.FLEX-eGFP,"eGFP,",ccfv3_25um,632,"{'count_10704': 7, 'count_463': 2}"
91,AA0092,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,347,"{'count_347': 3, 'count_1097': 3, 'count_118': 2, 'count_173': 1, 'count_614': 4, 'count_1009': 6, 'count_466': 4, 'count_313': 2, 'count_125': 12}"
92,AA0093,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,88,"{'count_88': 19, 'count_1097': 20, 'count_194': 20, 'count_436': 6, 'count_980': 28, 'count_606826651': 2, 'count_126': 5, 'count_129': 2, 'count_1126': 10, 'count_1004': 14, 'count_946': 3, 'count_576073704': 13, 'count_1': 1, 'count_351': 3, 'count_693': 5, 'count_390': 2, 'count_596': 4, 'count_689': 2}"
93,AA0094,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1077,"{'count_797': 1, 'count_630': 92, 'count_800': 13, 'count_412': 10, 'count_448': 1, 'count_956': 2, 'count_1125': 2, 'count_288': 3, 'count_488': 2, 'count_694': 11}"
94,AA0095,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,362,"{'count_620': 52, 'count_363': 4, 'count_827': 22, 'count_582': 61, 'count_484': 4, 'count_910': 4, 'count_680': 1, 'count_1125': 1, 'count_608': 1, 'count_672': 1, 'count_694': 2, 'count_800': 2}"
95,AA0096,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_935': 31, 'count_656': 31, 'count_962': 25, 'count_211': 2, 'count_1015': 1, 'count_767': 30, 'count_542': 31, 'count_442': 3, 'count_None': 1, 'count_919': 4, 'count_1021': 13, 'count_274': 5, 'count_33': 1, 'count_312782644': 3, 'count_902': 1, 'count_484682512': 1, 'count_484682520': 2, 'count_940': 13, 'count_502': 6, 'count_687': 1, 'count_843': 8, 'count_1084': 5, 'count_1037': 11, 'count_1030': 1, 'count_622': 1, 'count_810': 3, 'count_590': 2, 'count_672': 53, 'count_484682516': 1, 'count_98': 1, 'count_488': 1, 'count_698': 2, 'count_961': 2, 'count_675': 1, 'count_583': 11, 'count_314': 1, 'count_440': 1, 'count_630': 2, 'count_956': 3, 'count_694': 2, 'count_448': 6, 'count_704': 1, 'count_610': 1, 'count_443': 4, 'count_997': 2, 'count_906': 2, 'count_312782554': 1, 'count_312782570': 1, 'count_312782558': 1, 'count_312782550': 1, 'count_312782566': 1, 'count_312782562': 1, 'count_986': 4, 'count_971': 1}"
96,AA0097,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_767': 193, 'count_1015': 175, 'count_962': 7, 'count_610': 37, 'count_211': 1}"
97,AA0098,2016-10-25 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1015,"{'count_767': 5, 'count_434': 4, 'count_1015': 25, 'count_542': 19, 'count_588': 3, 'count_1046': 3, 'count_940': 4, 'count_590': 7, 'count_274': 2, 'count_935': 23, 'count_211': 12, 'count_171': 2, 'count_919': 15, 'count_330': 1, 'count_986': 2, 'count_687': 4, 'count_56': 3, 'count_672': 12, 'count_488': 1, 'count_961': 7, 'count_694': 5, 'count_800': 1, 'count_704': 1, 'count_448': 4, 'count_412': 5, 'count_969': 20, 'count_630': 1, 'count_608': 1, 'count_1125': 5, 'count_698': 2, 'count_363': 1, 'count_910': 1, 'count_288': 1, 'count_84': 2, 'count_312782566': 6, 'count_312782604': 2, 'count_312782550': 2, 'count_9': 1, 'count_1111': 1, 'count_962': 3, 'count_484682516': 4, 'count_None': 1, 'count_656': 4, 'count_430': 6, 'count_1021': 1, 'count_667': 1, 'count_68': 1, 'count_862': 1, 'count_622': 1}"
98,AA0099,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_767': 74, 'count_656': 38, 'count_962': 13, 'count_630': 3, 'count_1021': 2, 'count_783': 2, 'count_702': 40, 'count_558': 41, 'count_981': 6, 'count_838': 5, 'count_484682516': 2, 'count_878': 2, 'count_484682512': 1, 'count_448': 1, 'count_698': 4, 'count_None': 15, 'count_68': 1, 'count_667': 1, 'count_526157192': 1, 'count_440': 2, 'count_328': 2, 'count_1101': 2, 'count_996': 1, 'count_1085': 2, 'count_672': 1, 'count_961': 13, 'count_694': 2, 'count_857': 1, 'count_1058': 36, 'count_1010': 6, 'count_1106': 2, 'count_897': 1, 'count_889': 2, 'count_1090': 4, 'count_182305709': 1, 'count_929': 1, 'count_873': 2}"
99,AA0100,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_962': 62, 'count_656': 31, 'count_767': 69, 'count_304': 3, 'count_363': 1, 'count_320': 3, 'count_943': 1, 'count_1021': 20, 'count_558': 24, 'count_838': 7, 'count_None': 6, 'count_981': 32, 'count_201': 10, 'count_873': 18, 'count_889': 4, 'count_1070': 1, 'count_1038': 16, 'count_702': 1, 'count_182305709': 1, 'count_478': 1, 'count_312782624': 2, 'count_312782620': 1, 'count_1026': 2, 'count_945': 3, 'count_312782604': 2, 'count_988': 13, 'count_836': 20, 'count_427': 16, 'count_97': 7, 'count_1127': 9, 'count_897': 11, 'count_289': 3, 'count_234': 1, 'count_729': 9, 'count_672': 138, 'count_862': 3, 'count_806': 1, 'count_1010': 1, 'count_1106': 3, 'count_1058': 3, 'count_159': 12, 'count_698': 9, 'count_56': 1, 'count_952': 4, 'count_1125': 1, 'count_440': 4, 'count_630': 5, 'count_412': 5, 'count_9': 1, 'count_28': 3, 'count_312782648': 3, 'count_312782644': 1, 'count_821': 3, 'count_778': 1, 'count_961': 15, 'count_783': 4, 'count_977': 4, 'count_52': 1, 'count_484682520': 2, 'count_251': 1, 'count_857': 2, 'count_477': 1, 'count_1085': 2, 'count_940': 3, 'count_1108': 3, 'count_1006': 8, 'count_312782550': 2, 'count_1030': 2, 'count_113': 1, 'count_450': 2, 'count_577': 1, 'count_484682516': 3, 'count_484682512': 5, 'count_1090': 1, 'count_1062': 1, 'count_956': 1, 'count_579': 1, 'count_583': 4, 'count_692': 6, 'count_888': 2, 'count_540': 1, 'count_527': 1, 'count_600': 1, 'count_735': 2, 'count_182305693': 1}"
100,AA0101,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1021,"{'count_262': 14, 'count_629': 70, 'count_575': 16, 'count_1020': 5, 'count_155': 1, 'count_907': 5, 'count_803': 2, 'count_255': 5, 'count_1120': 1, 'count_189': 4, 'count_549': 7, 'count_1104': 10, 'count_1096': 7, 'count_366': 5, 'count_362': 6, 'count_685': 1, 'count_718': 1, 'count_1021': 19, 'count_767': 6}"
101,AA0102,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,648,"{'count_862': 57, 'count_1010': 5, 'count_1035': 10, 'count_1090': 6, 'count_1058': 1, 'count_806': 3, 'count_484682512': 2, 'count_1038': 16, 'count_1070': 1, 'count_945': 9, 'count_182305705': 5, 'count_182305709': 7, 'count_1102': 3, 'count_844': 42, 'count_648': 64, 'count_672': 3, 'count_654': 4, 'count_889': 2, 'count_929': 1, 'count_940': 2, 'count_1085': 2, 'count_1021': 17, 'count_767': 8, 'count_625': 2, 'count_1128': 2, 'count_943': 3, 'count_950': 1}"
102,AA0103,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1021,"{'count_575': 8, 'count_189': 6, 'count_1104': 31, 'count_629': 85, 'count_255': 2, 'count_549': 5, 'count_1096': 7, 'count_907': 8, 'count_362': 15, 'count_685': 18, 'count_366': 20, 'count_1020': 2, 'count_262': 21, 'count_1120': 1, 'count_690': 1, 'count_181': 2, 'count_1097': 1, 'count_118': 1, 'count_803': 7, 'count_6': 1, 'count_1021': 7, 'count_767': 4}"
103,AA0104,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,919,"{'count_1021': 1, 'count_919': 2, 'count_477': 1, 'count_6': 7, 'count_1022': 6, 'count_803': 5, 'count_1104': 3, 'count_1096': 6, 'count_599': 4, 'count_149': 4, 'count_629': 8, 'count_797': 5, 'count_262': 4, 'count_362': 16, 'count_907': 2, 'count_155': 3, 'count_1120': 1, 'count_685': 3, 'count_1020': 1, 'count_1077': 3, 'count_181': 5, 'count_59': 1, 'count_549': 3, 'count_575': 1, 'count_366': 3, 'count_690': 1}"
104,AA0105,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1021,"{'count_1021': 12, 'count_1108': 1, 'count_672': 1, 'count_262': 1, 'count_690': 2, 'count_1104': 1, 'count_1020': 23, 'count_629': 6, 'count_575': 6, 'count_362': 6, 'count_560581551': 6, 'count_767': 49, 'count_962': 2}"
105,AA0106,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_844': 23, 'count_1101': 5, 'count_648': 18, 'count_783': 6, 'count_484682512': 1, 'count_583': 2, 'count_1021': 89, 'count_767': 64, 'count_672': 9, 'count_1108': 3, 'count_1085': 1, 'count_945': 5, 'count_526157192': 7, 'count_526157196': 2, 'count_1038': 29, 'count_893': 2, 'count_862': 2, 'count_1090': 6, 'count_1070': 19, 'count_889': 9, 'count_625': 1, 'count_182305701': 1, 'count_882': 1}"
106,AA0107,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,844,"{'count_783': 3, 'count_440': 3, 'count_1021': 21, 'count_844': 24, 'count_526157196': 5, 'count_1108': 3, 'count_1102': 8, 'count_889': 2, 'count_526157192': 1, 'count_882': 1, 'count_862': 9, 'count_1090': 1, 'count_893': 1, 'count_662': 1}"
107,AA0108,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_767': 31, 'count_962': 18, 'count_943': 27, 'count_648': 7, 'count_526157192': 1, 'count_630': 1, 'count_974': 1, 'count_1102': 4, 'count_889': 1, 'count_844': 6, 'count_862': 6, 'count_806': 8, 'count_1090': 1, 'count_1035': 3, 'count_873': 7, 'count_1021': 3, 'count_320': 8, 'count_672': 10, 'count_940': 5, 'count_1108': 2, 'count_656': 12, 'count_None': 2}"
108,AA0109,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1021,"{'count_844': 10, 'count_974': 5, 'count_648': 20, 'count_943': 12, 'count_180': 1, 'count_1101': 2, 'count_783': 2, 'count_767': 13, 'count_962': 11, 'count_1021': 12, 'count_320': 3, 'count_878': 2, 'count_950': 1, 'count_1085': 1}"
109,AA0110,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,1021,"{'count_767': 13, 'count_935': 5, 'count_171': 2, 'count_211': 1, 'count_656': 12, 'count_962': 9, 'count_1021': 13, 'count_919': 1, 'count_1015': 2, 'count_667': 4, 'count_68': 2, 'count_507': 1, 'count_526157192': 2}"
110,AA0111,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,919,"{'count_919': 15, 'count_1021': 2, 'count_767': 5, 'count_1015': 8, 'count_363': 2, 'count_84': 8, 'count_1125': 12, 'count_608': 3, 'count_620': 1, 'count_910': 1}"
111,AA0112,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,767,"{'count_648': 22, 'count_767': 49, 'count_943': 5, 'count_844': 1, 'count_962': 2}"
112,AA0113,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,ccfv3_25um,919,"{'count_935': 25, 'count_211': 17, 'count_767': 25, 'count_304': 2, 'count_171': 2, 'count_656': 31, 'count_962': 17, 'count_1021': 10, 'count_None': 4, 'count_919': 23, 'count_588': 3, 'count_1015': 2, 'count_672': 1, 'count_1085': 1, 'count_68': 1, 'count_927': 1, 'count_434': 3, 'count_430': 1, 'count_667': 2}"
113,AA0114,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,ccfv3_25um,767,"{'count_867': 10, 'count_460': 2, 'count_326': 12, 'count_911': 1, 'count_795': 1, 'count_128': 34, 'count_1052': 6, 'count_313': 28, 'count_246': 14, 'count_102': 7, 'count_10': 27, 'count_17': 38, 'count_58': 1, 'count_381': 6, 'count_374': 2, 'count_749': 2, 'count_1043': 2, 'count_697': 4, 'count_136': 9, 'count_852': 10, 'count_7': 1, 'count_445': 4, 'count_354': 1, 'count_1093': 1, 'count_771': 8, 'count_307': 3, 'count_931': 19, 'count_574': 1, 'count_214': 1, 'count_364': 2, 'count_6': 1, 'count_803': 4, 'count_470': 2, 'count_189': 2, 'count_366': 4, 'count_685': 4, 'count_741': 1, 'count_362': 2, 'count_1022': 6, 'count_672': 47, 'count_783': 6, 'count_844': 16, 'count_648': 7, 'count_1101': 1, 'count_767': 11, 'count_1021': 21, 'count_526157196': 1}"
114,AA0115,2015-07-11 12:00:00,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,ccfv3_25um,767,"{'count_697': 7, 'count_83': 2, 'count_574': 5, 'count_771': 2, 'count_931': 29, 'count_146': 3, 'count_374': 1, 'count_128': 13, 'count_10': 3, 'count_215': 9, 'count_313': 23, 'count_749': 2, 'count_741': 2, 'count_362': 6, 'count_907': 2, 'count_549': 3, 'count_685': 18, 'count_17': 13, 'count_1097': 1, 'count_563807435': 5, 'count_1020': 1, 'count_102': 1, 'count_803': 7, 'count_194': 3, 'count_930': 2, 'count_599': 1, 'count_366': 1, 'count_672': 59, 'count_477': 1, 'count_579': 5, 'count_1021': 6, 'count_648': 6, 'count_767': 1}"
